screen_name,location,lat,long
cubavence2019,"La Habana, Cuba",23.135305,-82.3589631
PepereNews,"Lille, France",50.6365654,3.0635282
_Marina_Anca,France,46.603354,1.8883335
RuanoFaxas,United States of America,39.7837304,-100.4458825
hoyextremadura,Extremadura,39.1748426,-6.1529891
Justice_Upheld,United Kingdom,54.7023545,-3.2765753
MaitrenPranesh,Heaven ,51.507865,-0.1245597
Paul_King_Tours,Edinburgh,55.9533456,-3.1883749
tdmaoinvisivel,Brasil,-10.3333333,-53.2
MarriageF,UK,54.7023545,-3.2765753
TgrRaiPuglia,"Puglia, Italia",40.9842539,16.6210027
CitizenKayS,"VA, MN, TX, DC, upstate NY",NA,NA
StartMagNews,ITALIA,42.6384261,12.674297
PIBMumbai,"Mumbai, India",18.9387711,72.8353355
Legambiente,"Roma, Italia",41.8933203,12.4829321
Kellyk84471553,No shills/puppets/trolls ,NA,NA
bristolstroke,Bristol,51.4538022,-2.5972985
komunitasgck,"Yogyakarta, Indonesia",-7.8011945,110.364917
OpinionYP,Yorkshire,38.7930988,-77.4479432
kuhikaseth,"Delhi, NY",42.2781401,-74.9159946
DavieAthletics,"Mocksville, NC",35.8940236,-80.5617846
JeanMarieNY,"Brooklyn, NY",40.6501038,-73.9495823
tg2rai,Roma - Italia,37.1277579,-7.6493087
rachelmakri,Ελλάδα,38.9953683,21.9877132
_Bakhtali,"Nieuwegein, the Netherlands",52.0298704,5.0929333789192395
YvonneGetcarter,Here - There   Everywhere ,NA,NA
timesofoman,Oman,21.0000287,57.0036901
Makkoxnonfarlo,Irpinia,41.06739675,15.101171767439372
EsRiesgo,España,39.3262345,-4.8380649
EinsteinsAttic,UK,54.7023545,-3.2765753
ODIHO_,"Ile-de-France, France",48.6443057,2.7537863
cumpstonarchive,Cumbria,54.6143136,-2.9420983340597866
SilviaJanse,Enschede  ov ,NA,NA
isozakiai,SF帝国歴史ファンタジー領ロマンス特区,NA,NA
PTV_Noticias,"Lima, Perú",-12.0621065,-77.0365256
_StuartLynn,Newcastle upon Tyne,54.9738474,-1.6131572
RuthHolliday1,"Leeds, England",53.7974185,-1.5437941
TMElectronics,"Worthing, West Sussex",50.8116902,-0.3703948
clebolu,morbihan,47.825981150000004,-2.7633492695588253
CFSnon,東京都練馬区,35.74836,139.638735
SHISHSWAMI,Jodhpur  RAJASTHAN,26.2967719,73.0351433
ROBChandigarh,"Chandigarh, India",30.7194022,76.764655200000007
InGoa24x7,Goa,15.3004543,74.0855134
DDIndialive,"New Delhi, India",28.6138954,77.2090057
einsteinalogy,Proxima centauri,49.8853747,10.8889317
DDNewslive,"New Delhi, India",28.6138954,77.2090057
KentFA,"Kent, UK",51.20707485,0.7210361813401444
marceloaurelio,"Terrassa, Barcelona",41.5629885,2.0102442
agencia6news,Madrid,40.4167047,-3.7035825
motortraderadio,United Kingdom,54.7023545,-3.2765753
JaimeSaavedra22,"Washington, DC",38.8949855,-77.0365708
SangethaJ,Malaysia,4.5693754,102.2656823
nationnews,Bangkok Thailand,13.7542529,100.493087
SachinDave_,Mumbai,18.9387711,72.8353355
BYounger13,"Los Angeles, CA",34.0536909,-118.2427666
AspiringOne,"Palm Beach Gardens, FL",26.8418256,-80.13590694666684
PLVenezuela,"Caracas, Venezuela",10.506098,-66.9146017
DavidLat,"New York, NY",40.7127281,-74.0060152
Indian_beauty7,India,22.3511148,78.6677428
69Marine, MERICA,6.1535847,-9.8091988
AmirYusofCNA,Singapore,1.3408630000000001,103.83039182212079
MexicoPost,México ,19.4326296,-99.1331785
Finanzas_CDMX,Ciudad de México,19.4326296,-99.1331785
BfullyComplex,"Chicago, IL",41.8755616,-87.6244212
MuonJnr,"Nairobi, Kenya",-1.2832533,36.8172449
franlabelle,Matane ,48.8468633,-67.5295977
RasCisneros,"Distrito Federal, México",16.5904056,-93.027994
goldingkentucky,"Lexington, KY",38.0464066,-84.4970393
collectibulldog,england ,52.7954791,-0.5402402866174321
scepticalzizi,Kaurna land,NA,NA
GBHNews,"Boston, Mass ",42.3602534,-71.0582912
JoseCardenas1,México,19.4326296,-99.1331785
arnolem,"Rouen, France",49.4404591,1.0939658
ecuavisa,Ecuador,-1.3397668,-79.3666965
Bing__55, ,NA,NA
WalkingForEU,Surrey   Ireland,53.32298435,-6.272745755265033
SEDES_La_Paz,"Calle Cap  Ravelo N   -Zona Sopocachi, La Paz-Bolivia",NA,NA
occupycorruptDC,banned video,NA,NA
ModerateMonty,Canada,61.0666922,-107.9917071
kycovid19data,"Frankfort, KY",38.2009055,-84.8732836
DavidLepofsky,Toronto Ontario Canada,43.6534817,-79.3839347
SuperSySez,Tattoine - Far Far away ,NA,NA
finbarvano,USA-NY-CO-MA-FL,NA,NA
gustavo_tyn,"Miami, FL",25.7742658,-80.1936589
croniquindio,"Quindio, Colombia",4.3435926,-75.7232898
ManuBonachela,Madrid / Silicon Valley ,NA,NA
panamalaverdad,Panamá,8.559559,-81.1308434
mad_science_,"British Columbia, Canada",55.001251,-125.002441
LawrenceGostin,"Washington, DC",38.8949855,-77.0365708
iutydude,"RVC, London",NA,NA
joel_shulman,"Boston, MA",42.3602534,-71.0582912
889romo,Ciudad De México,19.4326296,-99.1331785
CycloneCharlie8,Byron Bay,-28.6483333,153.6177778
pagina_siete,"La Paz, Bolivia",-16.4955455,-68.1336229
UNC_SOM,"Chapel Hill, North Carolina",35.9131542,-79.05578
paez_chucho,"Mar del Plata, Argentina",-37.9977225,-57.5482703
ElSoldAntequera,Antequera,37.0183652,-4.5596649
Sabina1956,Anywhere,-14.1601396,33.8624178
LagarrapataS22,Oaxaca,17,-96.5
christianbluth,"Florence, Tuscany",43.7698712,11.2555757
BoardroomWomen,Global and Online,25.8664201,-97.5556896
LordJebuz,Xbox One,19.3071301,-99.1737953
politiheaux,"Toronto, Ontario",43.6534817,-79.3839347
JennytalksPsych,"Limerick, Ireland",52.661252,-8.6301239
RepEspaillat,https //www facebook com/Congr,NA,NA
pirata_sabio,"Teruel, España",40.6005512,-0.9229451145789176
mm_tweed,"Washington, DC",38.8949855,-77.0365708
ForumArmsTrade,Washington DC,38.8949855,-77.0365708
USRepMikeDoyle,"Pittsburgh, PA",40.4416941,-79.9900861
dmills3710,USA,39.7837304,-100.4458825
njdiva313,Florida,27.7567667,-81.4639835
amy_k_sanders,"Austin, TX",30.2711286,-97.7436995
Rosariotres,Rosario,-32.9595004,-60.6615415
JoelleMelinRN,Aubagne,43.2924385,5.5703031
filac_,América Latina y el Caribe,21.3818002,-77.9172203
cambercreative,"Orlando, FL, USA",28.5421109,-81.3790304
SonalRShah,Washington DC,38.8949855,-77.0365708
martinbooth6,"Stoke-on-Trent, England",53.0162014,-2.1812607
HealthcareEnv,United Kingdom,54.7023545,-3.2765753
luisramv,Mexico City ,19.4326296,-99.1331785
DuggerDigs,Toledo,39.8560679,-4.0239568
appcsocialmedia,"Islamabad, Pakistan",33.6938118,73.0651511
GiusiLiuzzi,"Roma, Lazio",41.8852398,12.42065499455952
basicincome_uk,UK,54.7023545,-3.2765753
BrianHerman14,"Ottawa, Canada",45.421106,-75.690308
nonopp4, PasloindeMarseille,NA,NA
EmilyP_FCDO,Paris,48.8566969,2.3514616
Addebaaz,"New Delhi, India",28.6138954,77.2090057
MsWoofs,"Maryland, USA",39.5162234,-76.9382069
HuemanOfficial, ,NA,NA
corinnemahrens,"Washington, DC",38.8949855,-77.0365708
ReblandoPR,"Washington, DC",38.8949855,-77.0365708
ceipalgazara,"Alhaurín de la Torre, España",36.6627542,-4.562753
BGCA_Clubs,"Atlanta, GA",33.7490987,-84.3901849
ThierryFolcher,France,46.603354,1.8883335
RepJohnLarson,"Hartford, CT",41.764582,-72.6908547
c_laverdet,Paris,48.8566969,2.3514616
claudiatfitz,"Boston, MA",42.3602534,-71.0582912
CarloColizza,"Marino, Lazio",41.772485450000005,12.667557140734207
pasjeniobe,Częstochowa,50.8120466,19.113213
moxtain,India,22.3511148,78.6677428
FDescubre,"Andalucía, España",37.3399964,-4.5811614
OccupySchagen,Schagen The Netherlands,52.7882395,4.8044607
Stand4TruthOnly,Illinois,40.0796606,-89.4337288
nationalpost,Canada,61.0666922,-107.9917071
TribunaVigila,"Puebla, México",18.833333,-98
shartles1,The Milky Way Galaxy,53.7481748,-0.3493369
TedDavid14,NY/FL,27.097451,-82.21682
galizaCIG,Galiza,42.61946,-7.863112
UCB_MCH,"Berkeley, CA",44.3669375,-80.7272504
mediatriceRF,Paris,48.8566969,2.3514616
as_penarth,Penarth,51.435968,-3.1733023
FreedomWorks,"Washington, DC",38.8949855,-77.0365708
UsmanViewz,"Punjab, Pakistan",31,72
thisisrondavis, ,NA,NA
c_pdesrosiers,"Montréal, Québec",45.4972159,-73.6103642
julianagyeman,"Yorkshire UK, now Cambridge MA",NA,NA
AB_wan_Kenobi,"Leamington, UK",52.2913394,-1.536404
MassGenBrigCI,"Boston, MA",42.3602534,-71.0582912
francediplo_RU,"Paris, France",48.8566969,2.3514616
micheletheil,"London, England",51.5073219,-0.1276474
M4D_KindaChebib,london,51.5073219,-0.1276474
kavindrasachan,"New Delhi, India",28.6138954,77.2090057
KaitlinBellamy,Florida,27.7567667,-81.4639835
bonjouryall,same planet as you,NA,NA
GreaterKashmir,Srinagar,34.0747444,74.8204443
NewLeibniz,Cyberspace,6.427299,3.4216678647032372
penottawa,Ottawa/Toronto,43.669566849999995,-79.37062513708963
elparamot,Ciudad de México,19.4326296,-99.1331785
DiarioJAENes,Jaén,37.9557275,-3.492055612037218
Oisehebdo,"Oise, Picardie",49.601756,2.871622078555881
CovidIndiaSeva,India,22.3511148,78.6677428
EmpathicService,"Newcastle Upon Tyne, England",54.9738474,-1.6131572
eloisetodd,"Brussels, Belgium",50.8465573,4.351697
clickandcarry,"Los Angeles, CA",34.0536909,-118.2427666
SandyaveledoC,Carabobo,10.166667,-68.083333
vozdesantiago,Galicia   España,42.61946,-7.863112
UNFPA_Supplies,"UNFPA, New York",NA,NA
SimmonsBart,Texas,31.8160381,-99.5120986
Pat_Riot_72,Terre-Sistema solare-Milky way,NA,NA
leandrograss,"Brasília, Brasil",-10.3333333,-53.2
laclauinfo,"Perpignan, Catalogne",42.8310166,3.037875758173162
MarkHennessy,"Dublin City, Ireland",53.3497645,-6.2602732
NuestroDiario,"Guatemala, Guatemala",15.6356088,-89.8988087
Marrit_Anne,"Friesland, Nederland",53.0923689,5.777043
AlexandraFryMD,"Detroit, MI",42.3315509,-83.046640300000007
jcbcs_ltd,"Belfast, Northern Ireland",54.5964411,-5.9302761
STVSophie,"Glasgow, Scotland",55.8609825,-4.2488787
pwhy1,"Sur Terre, comme nous tous",NA,NA
LaityFamilyLife,Città del Vaticano,41.9034912,12.4528349
THEJRAnderson,"Sioux Falls, SD",43.5499749,-96.700327
archit0078,Muktsar,30.283140099999997,74.52299719797392
CaracolPereira,"Pereira, Risaralda",4.8142912,-75.6946451
eilishgleeson2,"Hull, England ",53.7435722,-0.3394758
RedGBarn,London,51.5073219,-0.1276474
simnico971,Le plus bel endroit de la Terre,NA,NA
MaLanterne,"Crete, Greece",35.3084749,24.463320724202934
yorkshiremesmac,Yorkshire and The Humber,53.9318994,-1.1664716608886017
GirlygirlinMN,MN,45.9896587,-94.6113288
EA_Vicar,"Vícar, Almería  España ",36.8316986,-2.6430297
CorrienteRoja,Estado español,-26.768907,-60.4448223
fifacom_fr,/,NA,NA
DiscoverhistPH,worcester ,42.2625932,-71.8022934
TradingDsd,"İstanbul, Türkiye",41.0096334,28.9651646
antondepierro,"Roma, Lazio",41.8852398,12.42065499455952
ActionTime,"Beautiful Vancouver, Canada",49.376361,-122.8264175
PKDCharity,UK,54.7023545,-3.2765753
elciudadanoweb,"Rosario, Santa Fe, Argentina",-32.9595004,-60.6615415
Ecos365,"Rosario, Argentina",-32.9595004,-60.6615415
4AdsthePoet,"Yorkshire, UK",53.9825271,-1.3852499932684972
DubrovnikTimes,"Dubrovnik, Croatia",42.6502473,18.0924947
ipinguini,trieste,45.6500335,13.7706559
PatriBejarano,Madrid,40.4167047,-3.7035825
FAORDCongo,Kinshasa,-4.3217055,15.3125974
CurtisRN,Home LNK Work Wahoo Nebraska,NA,NA
TEDxVGasteiz,Vitoria-Gasteiz,42.8465088,-2.6724025
dense_evi,"England, United Kingdom",52.7954791,-0.5402402866174321
AlsaProtection,Strasbourg,48.584614,7.7507127
ChacoSalud,"Chaco, Argentina",-26.3829647,-60.8816092
PlagueYearNurse,Night Hospital/Day Distancing,NA,NA
Hadi_B358,"Bekasi, Jawa Barat",-6.2349858,106.9945444
DrPaulKleiman,Work tweets  CielEducation,NA,NA
CBsalud_,"Palma, España",39.5695818,2.6500745
SaraELanthier,"London, Ontario",42.9836747,-81.2496068
theresidentmag,London,51.5073219,-0.1276474
clement_fevrier,"Grenoble, France",45.1875602,5.7357819
ranil,North East Hampshire,51.25876505,-0.894432491739877
Billylittlebit,Virginia,37.1232245,-78.4927721
Leicester_News,"Leicester, UK",52.6361398,-1.1330789000000001
apmallorca,"Palma, España",39.5695818,2.6500745
probhopal,"भ प ल, भ रत",NA,NA
JMPhotoDub,Dublin,53.3497645,-6.2602732
fridays_india,"New Delhi, India",28.6138954,77.2090057
SergePhotos,"Paris, France",48.8566969,2.3514616
roztosh, ,NA,NA
PieuchotL,Issy-les-Moulineaux,48.8250508,2.273457
CGH54,UK- Wales,52.2928116,-3.73893
institutdanone,"Saint-Ouen, France",50.03683,2.1223737
ingerisidemoni,Romania,45.9852129,24.6859225
ExpatriateNl,Earth,34.2331373,-102.4107493
fibroidsupport,London,51.5073219,-0.1276474
SergioWitty1,"London, England",51.5073219,-0.1276474
Mediapart,Paris,48.8566969,2.3514616
imsukriti,"Ahmedabad, Gujarat",23.0216238,72.5797068
DrStefanieW,London,51.5073219,-0.1276474
ktypadme,Illes Balears,39.6134018,2.8804305326400756
SWB_NHSBSA,"England, United Kingdom",52.7954791,-0.5402402866174321
CII4SR,Chennai,13.0801721,80.2838331
rtehrani,"Trumbull, CT",41.2428742,-73.2006687
peparoma,"Barcelona, Madrid, Cartagena",NA,NA
WeinbergerG, ,NA,NA
JFGuyot,"Paris, France",48.8566969,2.3514616
MicheleBarbero,"Paris, France",48.8566969,2.3514616
Alubha786,ahmedabad,23.0216238,72.5797068
der_terrorist,Setúbal,38.524321,-8.8926172
rebekah_fox,UK Nationwide,51.5382399,-1.7769666750000002
Euan_MacDonald,"Kyiv, Ukraine",50.4500336,30.5241361
HareemZehra_,Karachi,25.1446897,67.1847767315734
MAhsanNadeem5,"Lahore, Pakistan",31.5656822,74.3141829
studyiq,"New Delhi, India",28.6138954,77.2090057
GlosCC,"Gloucestershire, England, UK",51.7643786,-2.1880661838719386
Cor_Com,Italia,42.6384261,12.674297
WindrushPreston,"Preston, England",53.7593363,-2.6992717
DiMarzio,Milano,45.4668,9.1905
pcc_nhs,UK,54.7023545,-3.2765753
ExposingALEC,"Florida, USA",27.7567667,-81.4639835
TheGrumpyBitch,Dystopia,63.8260257,20.2651588
gaDUDAjnia,Polska,52.215933,19.134422
Vetitude,France,46.603354,1.8883335
curiosweetie,India,22.3511148,78.6677428
IPS_Infection,UK   Ireland,53.3989226,-2.3525569
IBBioetica,Esplugues de Llobregat  BCN ,41.3776796,2.0899722
VaeVictis, ,NA,NA
artwork500,"Belfast, Northern Ireland",54.5964411,-5.9302761
TalentedgeEdu,Gurgaon,28.42826235,77.00270014657752
ShadiBarez,"London, England",51.5073219,-0.1276474
WhamMalta,Malta,35.8885993,14.4476911
Now_ShesOffOn1,Occupied Great Britain,52.834408499999995,0.8653340499999993
ECApaulreeve,London and Thames Valley,51.473755,-0.1602238
RichardWebbNY,Yorkshire ,38.7930988,-77.4479432
DaisyCottageIRL,"Donegal, Ireland",54.92075415,-7.952385214651309
bbc5live,"Salford, United Kingdom",53.4877463,-2.2891921
welovedonegal,"County Donegal, Ireland",54.92075415,-7.952385214651309
JuanyKeville,"Dun Laoghaire, Ireland",53.2922794,-6.1360079
Duffygary,"Goiás, Brazil",-15.9323662,-50.1392928
docuterror,"Scotland, United Kingdom",56.7861112,-4.1140518
icscatcentral,Catalunya Central,41.876198599999995,1.976772740089599
Shaam_003,"Chennai, India",13.0801721,80.2838331
BeverleyNielsen,Worcestershire,52.2109495,-2.156955513242221
NahostN,"Berlin, Jerusalem",52.5525696,13.3686067
FinancialXpress,"New Delhi, India",28.6138954,77.2090057
PhilipN_Auto,Rishworth,53.6590675,-1.9506259
jhmcnamara,"Phoenix, AZ",33.4484367,-112.0741417
A7MDEHAB94,"Sudan, unfortunately ",NA,NA
gomer2323,"Soldotna, Alaska",60.4847228,-151.0653495
PunjabGovtIndia,"Chandigarh, Punjab, India",30.674267649999997,76.79111131528913
aldoceccarelli,happy   settle   it,NA,NA
MatthewPantelis,"Adelaide, South Australia",-34.9281805,138.5999312
AlfredHampp,"Berlin, Deutschland",52.5170365,13.3888599
allaboutbelgaum,"Belgaum, India",15.8572666,74.5069343
anadoluagency,Ankara - TURKEY,39.7160439,32.7059948
laclaunoticies,Perpinyà - Catalunya,41.7550193,2.4198015
colimanoticias,Colima,19.166667,-104
xeunoticias,"Veracruz, México",19.333333,-96.666667
LuciaEBaena,"Bogotá, D C , Colombia",9.3412629,-74.4950717
lazenlow,"Minneapolis, MN",44.9772995,-93.2654692
HennepinHC,"Minneapolis, Minnesota",44.9772995,-93.2654692
MickSweetman,"Nanaimo, Snuneymuxw Territory",NA,NA
jeffhohenkerk,"Ontario, Canada",50.000678,-86.000977
myhkm,Maui Kauai Oahu   Mainland,NA,NA
Cellfie3,"Inglaterra, Reino Unido",52.7954791,-0.5402402866174321
fred08330907,"Joint Base Lewis-McChord, WA",47.03083425,-122.50741355336132
DrRobMelendez,"New Mexico, USA",34.5708167,-105.993007
Tkarera,North America ,51.0000002,-109.0000002
GETAnalysis,Global,43.7283874,-79.34914879325001
vass_vassiliou,"Norwich and London, England",51.5073219,-0.1276474
MsMindfulBlog,Everywhere,46.9599823,22.0541733
LaAgendaSetting,México,19.4326296,-99.1331785
Geoff36707259, Australia,-24.7761086,134.755
ElInformanteMX, CDMX,19.3350359,-98.9771128
gardenjardinage,Central Dada,12.812942,24.265215
Kavetchnik,"El Portal, Miami",25.8553739,-80.193103
Fraserhealth,"Surrey, British Columbia",49.1913033,-122.8491439
ASotomayorEcu,"Quito, Ecuador",-0.2201641,-78.5123274
MexRoja,México,19.4326296,-99.1331785
PERFILADOR,México,19.4326296,-99.1331785
republicagt,Guatemala,15.6356088,-89.8988087
VersareProducts,"Minneapolis, MN  ",NA,NA
IMSSZac,"Guadalupe, Zacatecas",22.78238425,-102.45050578563979
MunideSanBorja,"San Borja, Lima  -  Perú",-12.09645155,-76.99568986771155
cronicaglobal,Barcelona,41.3828939,2.1774322
Brian_Price_OR,"Wilsonville, OR",45.3099218,-122.7681602
UCR_ScienceNews,"Riverside, California ",33.9533546,-117.3961623
RadioLT7,Corrientes Argentina,-28.5912315,-57.9394658
Camartcz,"Roma Norte, Cuauhtémoc",19.4250831,-99.1536828
kunalsrivastva,"New Delhi, India",28.6138954,77.2090057
JuanBCarrara,"Buenos Aires, Argentina",-34.6075682,-58.4370894
TiempoRealTV,"Zulia, Venezuela",10.0437564,-72.2191181
StupidBoomers,The Titanic State or CA,33.9938933,-118.4796806
ProfThuggy,USA,39.7837304,-100.4458825
cantstopnoww,"Salt Lake City, UT",40.7596198,-111.8867975
konateharouna1,Côte d Ivoire,43.5957756,1.4870278
UNICEFNicaragua,Managua,12.1459907,-86.2746665
TimeToBond007,San Monique,44.6743249,0.2175159
sireneatspoetry,"Denver, CO",39.7392364,-104.9848623
iwashyna,"Ann Arbor, MI",42.2681569,-83.7312291
pearceauto,"Sackville, Nova Scotia",44.647485450000005,-63.56930874657846
Hellnutt,Florida,27.7567667,-81.4639835
JeffOstach,"Wisconsin, USA",44.4308975,-89.6884637
NigilHaroon,Canada,61.0666922,-107.9917071
lulu_lindi,Worldwide,53.45733965,-2.226958805052226
Noti7Guatemala,Guatemala,15.6356088,-89.8988087
vialirapuato,"Irapuato, Guanajuato ",20.6758761,-101.3521052
temyboy,   CDMX  ,NA,NA
NETSCOUT,"Westford, MA",42.5792583,-71.4378411
juststaylocal,"New York, NY",40.7127281,-74.0060152
Shah_Foundation,"Boston, Massachusetts",42.3602534,-71.0582912
whitelynx,Milky Way,-7.1280388,52.7448393
NutrSinMarcas,Santiago de Chile,-33.4377968,-70.6504451
Christy_Avery,"Chapel Hill, NC",35.9131542,-79.05578
MartinezWines,Ilkley       Bingley    ,NA,NA
gorilainvest,"São Paulo, Brasil",-23.5506507,-46.6333824
PhillipSergent,Here,43.8222157,17.6896937
LaPrensaTachira,"San Cristóbal, Venezuela",7.7756663,-72.2214154
AcadMedJournal,"Washington, DC",38.8949855,-77.0365708
LandedKing,"Thunder Bay Ontario, Canada",48.406414,-89.259796
bbikdeli,"Boston, MA",42.3602534,-71.0582912
VermaShreyansh,"Gurgaon, India",28.42826235,77.00270014657752
CCACANADA,"Toronto, Canada",43.6534817,-79.3839347
NortherlyRose,"Durham, England",54.666667,-1.75
travelfold,"Scotland, United Kingdom",56.7861112,-4.1140518
CCharitiesUSA,"Alexandria, VA",38.8051095,-77.0470229
BridgnorthCC,"Cricket Meadow, Bridgnorth, UK",52.5362198,-2.4253539
HatsOfDefiance,EU ,50.0491699,1.4175744
SCWIST,Canada,61.0666922,-107.9917071
APPCPenn,"Philadelphia, PA",39.9527237,-75.1635262
ONTSante,"Ontario, Canada",50.000678,-86.000977
MassRobotics,"Boston, MA",42.3602534,-71.0582912
charlievp,"Florida, U S A ",-23.016667,-64.133333
srtklaw,"California, USA",36.7014631,-118.7559974
TradeExperettes,Planet Tellus,NA,NA
forgrace,United States,39.7837304,-100.4458825
pattynece,"Virginia, USA",37.1232245,-78.4927721
EconDevBoston,"Boston, MA",42.3602534,-71.0582912
CunninghamBell1,"Ireland, UK, and Spain",NA,NA
PGravoin,Paris,48.8566969,2.3514616
Linus2k,Italia,42.6384261,12.674297
Qristine,"Norwich, CT",41.5242649,-72.0759105
LondonSkywatch,"London, UK",51.5073219,-0.1276474
FuzzyColbert,United States,39.7837304,-100.4458825
katiedee1987,"Huddersfield, England",53.6466645,-1.7822482
prototype2222,France New-york Grenoble ,NA,NA
FeedTheSprout,Cardiff,51.4816546,-3.1791934
klaasm67,The Netherlands,52.5001698,5.7480821
WhippetRun,The Upside Down ,50.5758951,-105.3856943
NHPCO_news,"Alexandria, VA",38.8051095,-77.0470229
SharonMacks,London,51.5073219,-0.1276474
gladdis49,Glasgow,55.8609825,-4.2488787
Poli_Climate,"Apple, Spotify, Everywhere",NA,NA
reopentogether,Canada,61.0666922,-107.9917071
GraceREThomas,"Salford, England",53.4877463,-2.2891921
Torchlite,"Indianapolis, IN",39.7683331,-86.1583502
dipaksamanta,India,22.3511148,78.6677428
VinayDokania,"क लक त , भ रत",NA,NA
CroixRouge78,"Yvelines, Ile-de-France",48.76203735,1.8871375621264361
GurajpalSangha,"Reno, NV",39.5261206,-119.8126581
FogBelter,"Cobweb Palace, San Francisco",17.87505295,-77.75760758727273
DiabSite,"Berlin, Deutschland",52.5170365,13.3888599
TheScouseBabes,Merseyside,53.4953602,-2.973937960086006
leggoit,"Rome, Italy",41.8933203,12.4829321
PowerON_SA,South Africa ,-28.8166236,24.991639
Haber_Bertaraf,Türkiye,38.9597594,34.9249653
jql_ive,The Great Lakes ,27.6761122,-97.41979932223072
SarahBoyackMSP,"Edinburgh, Scotland ",55.9533456,-3.1883749
soinsldureeON,"Ontario, Canada",50.000678,-86.000977
patbonin,"Montréal, Québec",45.4972159,-73.6103642
