id,value,lemmata
150285658,-1,zonder partner zonder werk
150285664,1,hoog groei eurozone in een kwartaal Woensdag verschijnen groeicijfer econoom verwachten dat die positief uitvallen
150285667,0,chinese rente opnieuw omlaag
150285671,-1,groei van bbp zonder sociaal verbetering zijn geen vooruitgang
150285673,-1,kind niet met badwater weggooien in debat TTIP voorstellen regeling voor geschillenbeslechting zijn volstrekt normaal en zelfs wensen in handelsverdrag
150285681,1,export naar EU goed voor vijf deel nederlands werkgelegenheid
150285682,-1,ecb-actie maken van obligatiemarkt dwaas tombola
150285684,-1,chinese export dalen opnieuw
150285688,1,belegger blij met banencijfer VS
150285689,-1,IMF pleiten voor wederopleving securitisatie voor mkb poging om deze markt nieuw_leven in te blazen zijn onvoldoend
150285691,1,nationale-nederlanden voeren met kostenbesparing winst op verzekeraar realiseren al € 164 mln van beogen bezuiniging
150285692,-1,Siemens schrappen wereldwijd opnieuw duizend arbeidsplaats
150285693,-1,niet iedereen kunnen tegelijk door deur '; nog steeds onderschatten belegger liquiditeitsrisico's waarschuwen obligatiespecialist Pilar_Gomez-Bravo
150285694,0,Swiss_Re verkopen euro-pandbrief aan ECB
150285695,1,amsterdamse beurs herstellen licht na dag van verliezen
150285698,1,spaarrente ruimte voor verlaging
150285699,1,toeleverancier auto-industrie boeken hoog omzet
150285700,-1,bedrijf luiden noodklok om bezuiniging op meetlab
150285701,0,CDA willen debat over nieuw flexwet
150285702,-1,SBM_Offshore schrappen dit jaar nog_eens 300 baan
150285703,0,spaargrens
150285705,0,veel aanvragen uit nederlands bedrijfsleven voor innovatiesubsidie
150285706,1,Werkgelegenheid_EU zijn verbeteren
150285708,0,inflatie in Nederland in april voor drie maand op rij stijgen
150285712,-1,ingewikkeld belastingheffing lokken bedrog uit
150285713,-1,banengroei Vertraging
150285714,0,rommelig beeld van amerikaanse economie
150285715,0,werkloosheid VS blijven dalen ondanks vertraging van groei
150285716,0,aperam blinken uit op laag amsterdamse beurs
150285719,1,economisch klimaat eurozone zijn in jaar niet zo goed
150285720,1,brusselse digitaal strategie bieden voor elk wat wil
150285722,1,italiaanse economie leven ver op door toenemen export
150285725,1,geen last van stijgen rente lokaal factoor en olieprijs drijven beurs Azië en Latijns-Amerika
150285728,0,herstellen veroorzaken speculatie over ecb-beleid economie trekken aan en inflatie lijken ook te stijgen komen ECB terug op belofte om tot_en_met september 2016 obligatie op te kopen
150285730,0,Euro Short squeeze
150285732,1,fors rentesprong in eurozone aantrekken economie brengen kentering in obligatiemarkt teweeg
150285734,0,angst voor Grexit verdampen voortduren dreiging van grieks vertrek uit eurozone verontrusten markt nog maar nauwelijks
150285735,0,bank kunnen laag rente nog wel even aan maar rek zijn er bijna uit
150285736,0,groot bedrijf ontvangen rente op spaargeld én op kort krediet bank zien hun rente-inkomsten dalen door ruim beleid van europese centraal bank multinational zijn echter spekkoper sommig kunnen lenen met geld toe
150285738,-1,bank moeten leren omgaan met laag rente
150285741,0,Brussel voorzien licht verbetering groei Europa alleen in Griekenland flink terugslag voorzien
150285742,-1,laat kans voor Griekenland poging om souplesse af te dwingen bij Europa hebben niets opleveren nu nood hoog worden lijken Athene bereid tot constructief gesprek
150285744,-1,geen schuldverlichting Grieken '; duitse minister van financiën geen kwijtschelding gesprek wel constructief
150285746,1,australische dollar stijgen ondanks renteverlaging van centraal bank
150285747,-1,nieuw tegenvaller drukken amerikaanse aandeel
150285748,0,rente in eurozone nog zeer laag maar stijging zijn spectaculair
150285750,1,sterk bedrijf lenen met rente toe
150285751,-1,vier verlies in vijf dag werpen AEX terug richting 480 punt
150285755,-1,veel russische bank dreigen om te vallen overheid zuiveren sector die zucht onder economisch malaise en westers sanctie
150285757,-1,industrie eurozone groeien iets minder
150285758,0,kpn-bestuurder Blok en De_Jager hebben belang in bedrijf uitbreiden
150285759,0,"Shell krijgen krediet van € 13,6 mrd voor bg-deal"
150285760,-1,ver krimp chinese industrie
150285761,1,duur dollar raken winst amerikaanse bedrijf veel minder hard dan verwachten
150285763,0,groei- en banencijfer zetten drukken op onderhandeling met Grieken
150285765,0,staking op duitse spoorweg
150285766,-1,bedrijfsobligaties kwetsbaar als griekse situatie uit_de_hand lopen
150285767,0,financieel agenda
150285769,1,bedrijfsresultaat duwen beurs VS naar zwart cijfer
150285775,1,The_Greenery denken eind dit jaar weg te mogen bij bijzonder beheer
150285777,0,verdubbel budget vluchteling
150285781,0,Japan verhogen investering in aziatisch infrastructuur
150285783,0,geen vervroegen einde aan omstreden opkoopbeleid ECB
150285785,-1,museum lijden aan korting
150285790,0,absoluut nulpunt short in obligatie
150285793,-1,ECB ondermijnen financieel stabiliteit van Europa met overbodig opkoopprogramma nu deflatiegevaar zijn wijken moeten ECB opkopen obligatie zo spoedig mogelijk stoppen
150285795,-1,enorm verschil in werkloosheid bewijzen noodzaak hervorming
150285797,-1,miniem krimp japanse industrie
150285800,0,opkomen markt weer in_beeld door uitblijven renteverhoging VS
150285801,-1,"sombere stemming in kort beursweek drukken AEX weer onder 500 punt 0,60 6,90"
150285802,0,pensioenfonds zien financieel positie niet ver verslechteren in april
150285805,1,industrie-index stevig in plus
150285806,-1,ING Brunel licht tegenvallen
150285807,1,sns verhogen koersdoel TomTom
150285808,1,winst bnp Paribas boven verwachting
150285809,1,steeds veel woning boven_water dankzij herstel huizenmarkt
150285810,1,sfeer tussen Brussel en griekse regering beginnen weer wat op te klaren
150285811,1,Randstad en USG doen goed zaak
150285813,-1,Mkb-bedrijven in metaal teleurstellen over een kwartaal
150285814,-1,kasuitstroom
150285818,1,groei spaanse economie versnellen
150285821,0,brief
150285826,0,aflossing
150285827,0,Afdrijven naar midden van markt zijn groot gevaar voor ons
150285828,0,concurrentie
150285829,1,rentestijging Bund trekken euro mee omhoog stijging kunnen wijzen op effectiviteit ecb-beleid
150285830,-1,New_York nog dag in mineur na matig groei een kwartaal
150285831,0,financieel agenda
150285834,0,veel geld voor defensie helpen maar zijn geen panacee minister moeten vooral intern orde_op_zaak stellen om Nederland weerbaar te maken in deze wankel wereld
150285840,1,minder klacht over pensioen
150285842,0,Fed niet erg bezorgd over traag groei groeivertraging in VS zijn deels tijdelijk menen centraal bank
150285844,1,voor eerst sinds 2012 zijn er groei van kredietverlening
150285847,0,financieel agenda
150285848,-1,Matte beursdag lopen uit op fors correctie met verlies voor AEX
150285849,1,rente op europese staatsobligatie omhoog
150285850,-1,afwachtende Fed en matig groei drukken beurs VS
150285852,0,zeepbel top tien
150285853,1,wij kunnen als afvalverwerker zelfstandig ver 2007 2008 April 2012 December 2013 najaar 2014 April 2015
150285854,1,vion vinden nieuw financiering en verlaten ziekenboeg Rabo
150285855,0,vanderlande nemen spaanse specialist in bagage over
150285859,1,Nederland behouden AAA-status voor kredietwaardigheid bij Moody
150285864,1,griekse premier openen deur voor vergaan concessie aan Europa Tsipras creëren met mogelijk referendum ruimte om verkiezingsbelofte te negeren
150285865,-1,Griekenland zijn slachtoffer
150285866,0,gebruik kinderopvang dalen onder ouder met laag inkomen
150285867,-1,delta_Lloyd lijden onder kapitaaleis
150285868,1,Banco_Santander profiteren van herstellen spaanse economie
150285869,-1,amerikaanse Fed verhogen rente in september '; inflatie liggen op_de_loer en dwingen centraal bank tot besluit
150285871,0,koersherstel pond zetten door ondanks mindere britse groei
150285873,1,beurs New_York op groen ondanks invloed sterk dollar
150285874,0,veel moment nodig om pensioen aan te kopen gezien ontwikkeling in Europa laag rentestand en te weinig keuzemogelijkheid zijn het zaak groot haast te maken
150285876,-1,met smart wachten securitisatiebranche op reddingsboei uit Brussel
150285877,1,snel vorming kapitaalunie kunnen herstel economie impuls geven '; financieel analist manen Europa tot vlot trekken securitisatiemarkt
150285878,-1,dienstensector VS groeien minder snel
150285879,1,strijdbijl over vermogensbelasting zijn begraven
150285880,-1,Stockholm kunnen toeloop van nieuwkomer niet aan en dat zijn te merken aan prijs van huis door chronisch tekort aan woning kost huis in hoofdstad van Zweden soms veel_dan in Londen
150285881,1,Rajoy verhogen groeiprognose
150285882,0,olie-investeringen Afrika uitstellen
150285883,0,ECB zien weer veel financieel integratie
150285884,1,AEX hoog door hoop op vooruitgang in Grieks schuldendrama
150285885,-1,belegger gokken nauwelijks veel op daling van yen
150285886,0,Ceo_Altice kopen eigen aandeel
150285888,0,financieel agenda
150285889,-1,nieuw wet per 1 juli boos minister scholing gehandicapt SER mismatch tussen beleid en markt komen ons duur te staan
150285890,0,waartoe dienen handelsverdrag
150285891,-1,politiek geven verkeerd antwoord op veranderen arbeidsmarkt
150285898,1,Nederland kunnen profiteren van omstreden handelsverdrag
150285900,1,asscher charmeren van CPB-voorstel voor loonkostensubsidie
150285901,-1,eurogroep staan met plan b voor duivel dilemma
150285902,-1,Stimulans laag olieprijs vallen tegen '; econoom Bart van Ark wijzen op nieuw onderzoek van Conference Board
150285903,1,belegger hebben vertrouwen
150285909,0,pensioenineigen beheergaan op deschop
150285910,-1,pensioen niet dienen met keurslijf voor belegging
150285911,-1,grensoverschrijdend shoppen voor financieel product zijn amper mogelijk
150285914,-1,ECB stellen met optreden marktrente uit tot 2016 uitwerking van opkoopbeleid op dekkingsgraad pensioenfonds zijn desastreus
150285917,0,geheim van Frankfurt maken rente laag
150285921,0,eurogroep verhogen druk op Griekenland
150285923,0,griekse beurs hoog op dag dat duimschroef worden aandraaien
150285925,0,dividend bij_gebrek_aan goed idee van leiding vraag zijn of management voldoen vertrouwen hebben in eigen plan om winst te herinvesteren in aantrekkelijk activiteit
150285932,0,Eurozone hoeven geen Verenigde_Staten_van_Europa te zijn
150285933,0,kabinet kunnen goed leven met vermogensverdeling in Nederland
150285934,-1,verkopen nieuw woning VS dalen
150285935,0,verwachten geen applaus voor verhogen btw
150285939,1,NIBC verlagen rente van direct opvraagbaar spaarrekening
150285942,-1,Brussel liggen dwars bij nieuw instituut voor hypotheek
150285943,0,"economie groeien in vrijwel al provincie Groningen krimpen met 7,3"
150285946,-1,wereldhandel zakken in
150285947,-1,spaarrente ABN_Amro onder 1
150285948,0,europese unie verlaten dat gaan veel in londens City te_ver Anti-EU-geluiden te_over maar in Europa financieel hart willen weinig brexit
150285949,0,vergrijzing remmen huizenprijs
150285950,0,brief
150285951,0,stapelbaan zijn echt baan van morgen contract voor onbepaald tijd niet lang heilig graal waar we ons sociaal stelsel aan ophangen
150285952,0,helft werknemer willen ander baan
150285956,1,ademruimte voor brits pond na verrassing bank of England
150285957,1,ASML blinken dankzij groot order uit op hoog beurs
150285958,1,duitse rente gaan weer iets omhoog
150285959,0,duitse euroscepticus Lucke ontdekken legaal manier voor Grexit
150285960,-1,massaontslag in thuiszorg TSN_Thuiszorg wijten ontslaan aan overhevelen zorg naar gemeente
150285961,1,meevaller kost advies voor staat
150285963,-1,Heijmans verbijsteren over weigering van ontslagvergunning
150285966,0,wiebes sceptisch over een europese grondslag winstbelasting
150285967,0,Goldman_Sachs willen $ 3 mrd voor fonds infrastructureel project
150285969,0,bevrijden pensioenfonds uit risicovrije dwangbuis het zijn niet uit te leggen dat beleggen in staatsobligatie met negatief rente passen bij gedrag van rationeel mens
150285971,0,overname LeasePlan knappen op streng geworden eis van toezichthouder DNB
150285972,0,bank lenen van bank en krijgen geld toe
150285973,0,hoog debiteurenpost zorgen voor oplopen werkkapitaal bij ingenieursbedrijf Arcadis
150285974,0,financieel agenda
150285975,0,ECB overwegen Griekenland ver klem te zetten
150285978,0,FNV willen crisispakket voor pensioenfonds vanwege zeer laag rente
150285979,0,ook Polen dragen € 8 mrd bij
150285980,1,kabinet hopen miljard uit te deel aantrekken economie brengen meevaller nabij
150285981,0,laag belasting zodat Nederlander veel gaan werk
150285988,1,Bouwer_Plegt-Vos tonen financieel herstel na flink afslanking
150285989,-1,tegenvallen jaar voor autodealer
150285990,0,europees_parlement ondermijnen Juncker-plan
150285993,0,zelfs als Griekenland wanbetalen op zijn schuld zijn grexit nog_geen voldongen feit
150285994,1,chinese beurs ongeroerd door monetair stimulering
150285997,0,klein bedrijf veel baten bij akkoord met VS
150285998,0,Klijnsma bereid tot overleg met pensioensector over laag rente
150286006,1,amerikaanse beurs trekken zich op_aan stimulans in China
150286007,0,hoop doen leven nog wel
150286012,0,Bund op onontgonnen terrein
150286013,0,lente van 1946
150286014,-1,dekkingsgraad van pensioenfonds weer op niveau van crisisjaar 2008
150286016,0,financieel agenda
150286017,0,kwakkelend Petrobras halen geld op en kondigen uitstellen jaarcijfer aan
150286019,0,canadezen in nederlands hypotheek
150286020,0,Deutsche_Bank verkopen Postbank en sluiten honderd eigen kantoor
150286021,0,centraal bank sporen chinese bank aan om veel geld uit te lenen
150286023,0,Nederland steken geld in fonds voor opbouw economie van ebola-landen
150286025,0,bank worden links en rechts inhalen
150286026,0,nog altijd zijn nieuw werken voor veel mens zoektocht
150286036,1,inflatie eurozone iets omhoog
150286038,0,nieuw toets van zzp er gaan van tafel
150286039,-1,schlumberger schrappen baan
150286041,-1,stevig verlies in New_York
150286042,-1,"zorg over Griekenland drukken aex-index weer onder 500 punt + 3,4 -7,4"
150286043,-1,angst voor nieuw vastgoedbubbel nemen toe na stijging prijs
150286044,-1,regering moeten belasting verlagen
150286046,1,Lage olieprijs stuwen overslag rotterdamse haven economisch herstel in Europa zorgen voor toename containeroverslag
150286047,-1,komen recessie in VS
150286048,-1,Japan groot schuldeiser VS
150286049,1,Poetin russische economie zijn binnen twee jaar uit crisis klimmen
150286050,1,ver daling van werkloosheid
150286051,-1,verzekeraar en pensioenfonds onder groot druk van laag rente werkelijkheid nu erg dan simulatie in stresstest van halfjaar geleden
150286056,-1,bij Brexit dreigen zwaar averij voor nederlands export
150286060,-1,rente op griekse schuld schieten omhoog IMF zullen uitstel van betaling hebben afwijzen
150286061,-1,almaar dalen rente drukken pensioenfonds in rood
150286062,0,amerikaanse beurs op verlies ondanks positief bedrijfscijfer
150286063,0,klant zijn deel van systeem
150286064,1,internationaal energieagentschap voorzien veel vraag naar olie
150286065,-1,chinese economie minderen in rap tempo vaart
150286066,0,Chinezen blijven dol op beleggen matig groeicijfer kunnen aandelenkoorts niet drukken
150286067,-1,resultaat van Leeuwen dalen
150286068,0,ECB kunnen schuld kopen van BNG Waterschapsbank en FMO
150286069,0,financieel agenda
150286070,0,Draghi gaan voort met opkopen van obligatie
150286071,0,Frankrijk bezuinigen komen jaar minder_dan vragen
150286074,0,ING gaan uitzendkracht compenseren die weg moeten door reorganisatie
150286075,0,Ondernemend_Nederland vieren zijn jaarlijks feest en zetten vegetarisch slager in zon van premier Rutte tot man van Marianne_Thieme ze staan allemaal op bühne in Utrecht
150286076,-1,aanzienlijk kans op faillissementsgolf
150286077,0,europees_parlement liggen dwars bij Juncker-plan
150286078,-1,Lage olieprijs en duur dollar spelen opkomen land part constateren imf
150286079,0,vakbond gaan door met hun actie bij tankopslagbedrijf vopak
150286080,0,financieel toezichthouder Dubai geven Deutsche_bank miljoenenboete Bank liggen net als ABN_Amro vanwege complianceprobleem onder vergrootglas DFSA
150286082,1,zorg bij belegger VS over tegenvallen resultaat nemen af
150286084,-1,DNB zien bedreiging voor financieel stabiliteit vooral buiten Nederland geopolitiek onrust griekse schuldencrisis en zeer ruim monetair beleid van ECB zijn volgens toezichthouder groot risico
150286085,0,olieprijs maar langzaam omhoog
150286086,1,wereldeconomie ogenschijnlijk in kalm vaarwater
150286089,0,schuldpapier schaliesector in trek maar vol risico rendement zijn hoog risico ook toch zijn obligatie van schaliebedrijven willen
150286090,1,JP_Morgan boeken weer groei
150286093,-1,mislukken overname mkb kost miljard
150286094,-1,Wells_Fargo hebben last van laag rente
150286095,0,staatssecretaris Klijnsma trekken € 30 mln uit voor sociaal werkbedrijf
150286096,-1,DNB versobering dividenduitkering levensverzekeraars
150286098,0,groot renteverschil tussen Duitsland en VS in kwart eeuw
150286099,-1,kwartaalbericht en macrocijfer uit VS nek AEX
150286102,-1,opleving van detailhandelsverkoop Verenigde_Staten vallen tegen in maart
150286103,0,"hypotheekrente zetten daling voort richting grens van 2,5"
150286107,0,wisselen beurs na onduidelijkheid nieuw cijferseizoen
150286111,-1,marktvorser waarschuwen voor britse verkiezing bij winst Cameron worden Brexit mogelijk met al gevolg voor financieel markt van_die
150286116,-1,Raad_van_State zien nauwelijks ruimte voor lastenverlichting
150286128,-1,Duitsland moeten per jaar € 100 mrd extra investeren
150286129,-1,nieuw handelscijfers laten afkoeling zien van chinese economie
150286131,1,AEX houden stijgen lijn vast met licht koerswinst
150286132,0,chinese aandeel zijn aflopen jaar met 100 stijgen
150286135,-1,beurs verliezen licht in aanloop naar kwartaalcijfer
150286139,0,kabouter
150286141,0,financieel agenda
150286142,-1,strijd om kantoorhuurder worden fel miljoen vierkant meter aan kantooroppervlak zijn overbodig het monden uit in prijzenslag
150286143,-1,staking bij kartonfabriek paus noemen massamoord op Armeniërs een genocide van 20ste eeuw
150286144,0,zzp er rukken op in topadvocatuur na Brauw komen ook NautaDutilh met flexibel schil om piekbelasting op te vangen
150286145,-1,europese roes
150286146,0,veel discipline bij overname maar strateeg betalen wel hoofdprijs verkoper zitten in zetel
150286147,-1,einde in zicht voor premier Rutte
150286150,1,overnameprijs nemen hoog vlucht
150286157,0,vraagbaak voor geldkwestie
150286160,0,minister Ploumen verwerpen kritiek EU-onderhandelaar_Bercero
150286162,1,DAF verhogen productie van vrachtauto ver naar 174 per dag
150286164,-1,lagarde proberen Europa tevergeefs bij les te houden
150286170,1,Indices VS op winst na overname
150286171,-1,volgen crisis worden nóg erg waarschuwen JP_Morgan_Chase topman Jamie_Dimon voorzien volatielere reactie van markt
150286173,1,probleemkind Italië na zes zwak jaar aan beteren hand
150286178,-1,miljoen economisch zwak profiteren niet van
150286181,-1,imf-directeur vrezen achteroverleunen beleidsmaker
150286184,1,griekse werkloosheid dalen
150286185,0,Griekenland hebben volgens afspraak € 450 mln aflossen aan imf
150286189,0,drukken op olieprijs door stijging russische export dalen binnenlands vraag doen uitvoer stijgen
150286193,0,brengen gevaar fonds in kaart
150286194,-1,belegger VS hebben moeite met fed-notule
150286195,0,Ambitieus handelsakkoord met VS laten zich maar moeilijk verkopen echt onderhandeling over akkoord moeten nog beginnen
150286196,-1,AFM verwijt financieel sector niet te willen veranderen
150286197,-1,onderhandelaar staan alleen
150286198,1,AEX sluiten bijna procent hoog en weer boven 500 punt
150286199,1,fiscaal geste verleiden franse bedrijf tot extra investering
150286200,0,tsipras kraken boycotten Rusland Grieken en Russen willen economisch band aanhalen
150286206,-1,klein duitse bank verzetten zich tegen hoog kost van ECB-toezicht L-Bank uit Baden-Württemberg dienen bezwaar in bij Europese_Hof van Justitie
150286207,1,zomers scenario
150286209,0,monetair morfine van ECB houden shortseller in_toom aflopen kwartaal hebben belegger niet veel geld opzetten op koersdaling
150286210,-1,weer mijlpaal in wereld van negatief rente
150286211,1,bedrijfsobligaties in euro in trek bij niet-europeanen
150286217,0,petitie vakbond voor zakenman Hennie_van Most
150286218,0,belegger New_York verwerken notule van verdelen Fed
150286219,-1,IMF zien risico in simpel fonds
150286220,1,aantal ontslagaanvraag dalen in 2014 met 34 te_opzicht_van jaar ervoor
150286222,1,hoogwaardig metaalsector laat weer stevig herstel zien
150286225,-1,economisch groei zijn nog lang niet terug op niveau van voor kredietcrisis '; IMF verlangen van regering structureel hervorming en veel aandacht voor innovatie
150286226,-1,corruptieschandaal bij Petrobras zijn bedreiging voor heel Brazilië
150286228,0,vakbond stellen tankopslagbedrijf vopak ultimatum om cao
150286229,1,AEX sluiten voor_het_eerst in ruim zeven jaar weer boven 500
150286230,0,belegger betalen om geld uit te lenen aan Spanje
150286233,0,Februari 2011 Mei 2011 Augustus 2011 Februari 2012 Januari 2013 TNT_Express zien in reprise overname alsnog lonken Pakketbezorger_UPS zien begeren overname van TNT_Express mislukken nu gaan aartsrivaal FedEx met TNT aan_de_halen
150286234,0,overname TNT zijn geen verrassing
150286235,0,FedEx halen worstelen TNT met korting binnen pakketbezorger na turbulent tijd akkoord met laag bod
150286239,1,verzekeraar financieren onderzoek naar kanker
150286241,0,baan
150286243,0,winstpolitiek
150286245,0,financieel agenda
150286246,0,omstreden flitshandelaar Virtu_Financial alsnog naar beurs
150286247,0,minister Varoufakis we zullen al ons schuld aflossen
150286248,0,cda-denktank bepleiten demotie oud werknemer
150286249,0,Vakbond_FNV willen topman financieel sector dwingen tot matiging salaris
150286250,0,Beurs hoog bij verwachten uitstel hoog rente Fed
150286255,0,werkzoekende moeten opjagen maar met mate
150286262,0,belegging in 2015
150286271,-1,tik voor dollar na cijfer arbeidsmarkt Amerika
150286273,0,BOUW
150286279,0,financieren investering zijn nauwelijks probleem overschot aan kapitaalkrachtig partij die bij huidig laag rente op_zoek zijn naar goed investeringsproject
150286281,0,The_Greenery moeten weer bedrijfsdeel verkopen
150286282,-1,hypotheek gaan straks erg zwaar weg op balans van bank nieuw regel bazel comité maken nederlands hypotheek duur grap
150286283,0,sns zoeken steun politiek voor laag winstdoel
150286284,0,corporatie met derivaat onder druk door laag rente
150286287,0,Rutte begrijpen bezwaar van PvdA tegen handelsverdrag met VS Jos van Rey uit VVD opzetten
150286288,1,eindelijk profijt van cao-loonstijging
150286290,0,loonkost amper stijgen
150286292,0,premier ABN_Amro kunnen nog in 2015 naar beurs
150286293,0,bezuinigen kunnen zonder publiek onvrede zeggen studie europese centraal bank saneringsbeleid zullen moeten worden inbedden in passen verhaal
150286294,0,kpn-ceo leveren bonus in om cao-gesprek zuiver te houden
150286296,0,amerikaanse beurs op winst in afwachting van banencijfer maart
150286300,0,afgang of beursgang
150286303,-1,amerikaanse economie komen maar niet op stoom of het nu door weer komen of door buitenlands schuldencrisis telkens zakken veelbelovend groei weer in
150286304,1,olieprijs Opsteker
150286306,0,voormalig moederbedrijf van ziekenhuis Sionsberg maken doorstart
150286311,1,chinese jong slaan massaal aan_het beleggen nu koers maar doorstijgen
150286312,1,economisch herstel bevestigen
150286314,-1,prijs ijzererts zakken onder $ 50 per ton door enorm overaanbod
150286315,-1,eia olie-inkomst van opec-landen laag in vijf jaar
150286321,-1,dekkingsgraad fonds onder minimumeis hoofdoorzaak door opkoopprogramma ECB dalen rente
150286322,0,belgische regering gaan starten bedrijf fiscaal helpen
150286325,-1,ziek van vrijhandel
150286326,1,handel in bedrijf komen na jaar van stilstand weer op_gang
150286327,-1,Private equity azen op koop in energiesector
150286328,-1,zwak start beursjaar
150286329,0,financieel agenda
150286330,-1,leaseplan bank verlagen spaarrente
150286331,1,valutahandelaar verwachten herstel van zweedse kroon
150286332,-1,AFM accepteren traag controle door bank van mkb-derivaten
150286333,0,Bulgarije tegen griekse belasting
150286334,0,jong geen verliezen maar verliezen generatie
150286335,-1,minder winst in zorg
150286340,0,verliezen in New_York ondanks positief macrocijfer
150286344,-1,industrieproductie Japan dalen snel
150286348,-1,obligatiehandel hebben het lastig door historisch opkoopprogramma van europese centraal bank aantal transactie dit jaar 10 tot 20 dalen schat handelaar
150286350,-1,toezichthouder AFM vinden coco niet geschikt voor particulier onwenselijk als deze product zonder advies worden aanbieden
150286351,0,handel moeten weer motor worden voor mondiaal economie stellen IMF goed afstemming van regel op gebied van dienst en investering zijn broodnodig
150286359,0,Amerikanen kiezen voor sparen
150286363,0,financieel agenda
150286364,1,amerikaanse beurs beleven euforisch weekstart
150286367,-1,opheffen van economisch sanctie tegen Iran hebben groot gevolg voor wereldoliemarkt
150286368,0,ook Nederland scharen zich achter chinese investeringsbank
150286369,1,molecaat plukken vrucht van opknapbeurt vakantieparken
150286373,0,FNV zeggen dat nieuw handelsakkoord gezondheid werknemer schaden
150286377,0,Belgen tegen bezuiniging
150286379,-1,autofabrikant onderuit in Rusland
150286381,0,aandelenkoersen staan historisch hoog maar topbelegger maken zich geen zorgen aandeel in Europa en Verenigde_Staten staan op recordhoogte maar beleggingsstrateeg van drie groot vermogensbeheerder schroder Fidelity en Deutsche_AWM raden belegger toch aan om in te stappen rally zijn volgens hen niet te vergelijken met internetbubbel euforie en gekte van destijds ontbreken nu tijdens beleggingsforum in Amsterdam ontleden ze markt
150286388,0,zijn altijd in_staan je geld te verdienen
150286390,0,zorgen om geld maken ik me niet
150286392,0,vis naar vet dividend
150286394,0,veel regie nodig bij publiek-privaat project nieuw platform moeten project in kaart brengen en investeringsrijp maken voor institutioneel belegger
150286395,1,consument stuw groei VS
150286398,0,zeven vet jaar lukken nu nog niet zeven normaal jaar zullen al heel mooi zijn
150286400,0,mysterieus grondstofhuis bankieren graag in Nederland financiering van grondstoffenhandel- en transport zijn bloeien business voor nederlands kredietverstrekkers maar activiteit zijn wel kwetsbaar voor omkoping en belangenverstrengeling
150286403,-1,V d willen tweehonderd arbeidsplaats schrappen bij laag loonoffer
150286404,0,zakenbankier sms't verbijsteren uit Londen WTF
150286405,0,amerikaanse wolf jagen op nederlands staatslening
150286406,-1,"het lukken AEX maar niet door 500 puntengrens te breken + 7,2 -9,3"
150286407,1,klein winst na vlak handelsdag
150286408,-1,ABN_Amro falen in bestrijding van vermoede corruptie rond Poetin Toezichthouder_DNB kapittelen staatsbank vlak voor plannen aankondiging beursgang
150286415,-1,Laagopgeleide verdienen steeds minder
150286416,0,koerswending voor mbo
150286418,-1,onderneming kunnen flink beschadigen raken
150286420,0,Mario_Draghi hebben zijn hand overspelen De_ECB moeten overwegen om over aantal maand stimulering af te bouwen
150286424,0,DNB zien extra horde voor europese bankenfusie toezichthouder willen bewijs van afwikkelbaarheid zien
150286428,0,EU slijpen nog aan omstreden handelsverdrag met VS
150286429,1,vertrouwen duitse consument stijgen
150286430,-1,banktegoeden naar dieptepunt
150286431,1,groei in Nederland vallen stuk hoog uit dan verwachten
150286434,-1,amerikaanse beurs noteren verlies voor vier dag op rij
150286438,-1,Huizenkoper mogen nog minder lenen dan denken
150286444,1,vragen naar hefboomlening stijgen sterk interesse pensioenfonds jagen volume van leveraged loans op
150286451,0,Euro lijken bodem te hebben bereiken nu economie aantrekken
150286453,0,werknemer en werkgever verdelen over financiering extra banengroei
150286454,0,KPN kunnen kost ver drukken
150286458,1,breed basis herstel economie
150286459,1,veel groei dan cijfer suggereren
150286464,0,financieel agenda
150286465,1,telecombedrijf KPN groot stijger in licht hoog aex-index
150286467,1,groei van bedrijvigheid in eurozone trekken steeds veel aan
150286468,0,ECB verscherpen regel voor lening aan griekse staat
150286469,-1,streng bescherming copyright in Nederland remmen economisch groei '; vrij deel van creatief product goed voor werkgelegenheid voorspellen denktank
150286472,1,Google profiteren van benoeming nieuw financieel directeur
150286473,-1,chinese industrie krimpen
150286477,1,enthousiasme in markt sijpelen door naar reëel economie goedkoop lenen Beurs door dak groei nodig
150286480,0,DNB zien niets in versoepeling pensioenregel vanwege laag rente
150286484,-1,doek vallen voor jong Amsterdams hedgefonds dat Warren_Buffett gaan verslaan Augustus 2013 Januari 2014 Maart 2014 December 2014 Februari 2015
150286485,0,hofstad investeren € 68 mln in werk en economie
150286488,0,IMF zien risico op bubbel door beloning fondsmanager
150286489,1,veel recht in China voor broker
150286490,0,wassenaarse fondsbeheerder krijgen na vals start alsnog vast voet aan grond laag spaarrente drijven vermogen particulier naar Juno_Investment_Partners
150286491,0,snel groeien FMO gaan ook impact meetellen
150286492,0,nieuw onderzoek Deutsche_bank
150286493,1,analist vinden elektronicabedrijf Apple $ 1000 mrd waard
150286494,-1,dollar zigzaggen omlaag na bijstellen renteverwachting
150286496,0,Brexit kosten brit £ 56 mrd per jaar
150286497,-1,rente-uitspraak Fed-bankier stuwen Wall_Street niet in groen
150286498,0,Griekenland dwingen ECB tot koorddansen hoe ver kunnen europese centraal bank teugel aanhalen zonder Athene te dwingen om euro op te geven
150286500,-1,kost van Grexit zijn veel groot dan slechts financieel
150286501,0,Aegon kopen innovatie bij verzekeraar zoeken technologie die moeten helpen bij zijn transformatie
